"class","order","family","genus","binomial","synonym"
"Mammalia","INSECTIVORA","SORICIDAE","Crocidura","Crocidura cyanea",NA
"Mammalia","INSECTIVORA","SORICIDAE","Crocidura","Crocidura fuscomurina",NA
"Mammalia","INSECTIVORA","SORICIDAE","Crocidura","Crocidura hirta",NA
"Mammalia","INSECTIVORA","SORICIDAE","Crocidura","Crocidura mariquensis",NA
"Mammalia","INSECTIVORA","SORICIDAE","Crocidura","Crocidura silacea",NA
"Mammalia","INSECTIVORA","SORICIDAE","Suncus","Suncus lixus",NA
"Mammalia","INSECTIVORA","ERINACEIDAE","Atelerix","Atelerix frontalis",NA
"Mammalia","INSECTIVORA","CHRYSOCHLORIDAE","Calcochloris","Calcochloris obtrusirostris",NA
"Mammalia","INSECTIVORA","CHRYSOCHLORIDAE","Neamblysomus","Neamblysomus julianae","Amblysomus julianae"
"Mammalia","CHIROPTERA","PTEROPODIDAE","Epomophorus","Epomophorus crypturus",NA
"Mammalia","CHIROPTERA","PTEROPODIDAE","Epomophorus","Epomophorus wahlbergi",NA
"Mammalia","CHIROPTERA","PTEROPODIDAE","Rousettus","Rousettus aegyptiacus",NA
"Mammalia","CHIROPTERA","PTEROPODIDAE","Taphozous","Taphozous mauritianus",NA
"Mammalia","CHIROPTERA","NYCTERIDAE","Nycteris","Nycteris thebaica",NA
"Mammalia","CHIROPTERA","NYCTERIDAE","Nycteris","Nycteris woodi",NA
"Mammalia","CHIROPTERA","RHINOLOPHIDAE","Rhinolophus","Rhinolophus blasii",NA
"Mammalia","CHIROPTERA","RHINOLOPHIDAE","Rhinolophus","Rhinolophus clivosus",NA
"Mammalia","CHIROPTERA","RHINOLOPHIDAE","Rhinolophus","Rhinolophus darlingi",NA
"Mammalia","CHIROPTERA","RHINOLOPHIDAE","Rhinolophus","Rhinolophus fumigatus",NA
"Mammalia","CHIROPTERA","RHINOLOPHIDAE","Rhinolophus","Rhinolophus hildebrandtii",NA
"Mammalia","CHIROPTERA","RHINOLOPHIDAE","Rhinolophus","Rhinolophus landeri",NA
"Mammalia","CHIROPTERA","RHINOLOPHIDAE","Rhinolophus","Rhinolophus simulator",NA
"Mammalia","CHIROPTERA","RHINOLOPHIDAE","Rhinolophus","Rhinolophus swinnyi",NA
"Mammalia","CHIROPTERA","HIPPOSIDERIDAE","Hipposideros","Hipposideros caffer",NA
"Mammalia","CHIROPTERA","HIPPOSIDERIDAE","Hipposideros","Hipposideros commersoni",NA
"Mammalia","CHIROPTERA","VESPERTILIONIDAE","Miniopterus","Miniopterus schreibersii",NA
"Mammalia","CHIROPTERA","VESPERTILIONIDAE","Myotis","Myotis bocagii",NA
"Mammalia","CHIROPTERA","VESPERTILIONIDAE","Myotis","Myotis tricolor",NA
"Mammalia","CHIROPTERA","VESPERTILIONIDAE","Myotis","Myotis welwitschii",NA
"Mammalia","CHIROPTERA","VESPERTILIONIDAE","Pipistrellus","Pipistrellus anchietai",NA
"Mammalia","CHIROPTERA","VESPERTILIONIDAE","Pipistrellus","Pipistrellus hesperidus","Pipistrellus kuhlii"
"Mammalia","CHIROPTERA","VESPERTILIONIDAE","Pipistrellus","Pipistrellus nanus","Neoromicia nanus"
"Mammalia","CHIROPTERA","VESPERTILIONIDAE","Pipistrellus","Pipistrellus rueppellii",NA
"Mammalia","CHIROPTERA","VESPERTILIONIDAE","Pipistrellus","Pipistrellus rusticus",NA
"Mammalia","CHIROPTERA","VESPERTILIONIDAE","Glauconycteris","Glauconycteris variegatus","Chalinolobus variegatus"
"Mammalia","CHIROPTERA","VESPERTILIONIDAE","Laephotis","Laephotis botswanae",NA
"Mammalia","CHIROPTERA","VESPERTILIONIDAE","Pipistrellus","Pipistrellus capensis","Eptesicus capensis"
"Mammalia","CHIROPTERA","VESPERTILIONIDAE","Pipistrellus","Pipistrellus capensis","Neoromicia capensis"
"Mammalia","CHIROPTERA","VESPERTILIONIDAE","Eptesicus","Eptesicus hottentotus",NA
"Mammalia","CHIROPTERA","VESPERTILIONIDAE","Pipistrellus","Pipistrellus melckorum","Eptesicus melckorum"
"Mammalia","CHIROPTERA","VESPERTILIONIDAE","Pipistrellus","Pipistrellus zuluensis","Eptesicus zuluensis"
"Mammalia","CHIROPTERA","VESPERTILIONIDAE","Scotophilus","Scotophilus viridis","Scotophilus borbonicus"
"Mammalia","CHIROPTERA","VESPERTILIONIDAE","Scotophilus","Scotophilus dinganii",NA
"Mammalia","CHIROPTERA","VESPERTILIONIDAE","Nycticeinops","Nycticeinops schlieffeni","Nycticeius schlieffenii"
"Mammalia","CHIROPTERA","VESPERTILIONIDAE","Kerivoula","Kerivoula argentata",NA
"Mammalia","CHIROPTERA","VESPERTILIONIDAE","Kerivoula","Kerivoula lanosa",NA
"Mammalia","CHIROPTERA","MOLOSSIDAE","Chaerephon","Chaerephon ansorgei","Tadarida ansorgei"
"Mammalia","CHIROPTERA","MOLOSSIDAE","Chaerephon","Chaerephon pumila","Tadarida pumila"
"Mammalia","CHIROPTERA","MOLOSSIDAE","Tadarida","Tadarida condylura","Mops condylus"
"Mammalia","CHIROPTERA","MOLOSSIDAE","Mops","Mops midas","Tadarida midas"
"Mammalia","PRIMATES","GALAGIDAE","Otolemur","Otolemur crassicaudatus",NA
"Mammalia","PRIMATES","GALAGIDAE","Galago","Galago moholi",NA
"Mammalia","PRIMATES","CERCOPITHECIDAE","Papio","Papio ursinus",NA
"Mammalia","PRIMATES","CERCOPITHECIDAE","Chlorocebus","Chlorocebus pygerythrus","Chlorocebus aethiops"
"Mammalia","PRIMATES","CERCOPITHECIDAE","Chlorocebus","Chlorocebus pygerythrus","Cercopithecus aethiops"
"Mammalia","PRIMATES","CERCOPITHECIDAE","Cercopithecus","Cercopithecus mitis",NA
"Mammalia","CARNIVORA","CANIDAE","Otocyon","Otocyon megalotis",NA
"Mammalia","CARNIVORA","CANIDAE","Lycaon","Lycaon pictus",NA
"Mammalia","CARNIVORA","CANIDAE","Canis","Canis adustus",NA
"Mammalia","CARNIVORA","CANIDAE","Canis","Canis mesomelas",NA
"Mammalia","CARNIVORA","MUSTELIDAE","Aonyx","Aonyx capensis",NA
"Mammalia","CARNIVORA","MUSTELIDAE","Mellivora","Mellivora capensis",NA
"Mammalia","CARNIVORA","MUSTELIDAE","Ictonyx","Ictonyx striatus",NA
"Mammalia","CARNIVORA","VIVERRIDAE","Civettictis","Civettictis civetta",NA
"Mammalia","CARNIVORA","VIVERRIDAE","Genetta","Genetta genetta",NA
"Mammalia","CARNIVORA","VIVERRIDAE","Genetta","Genetta tigrina",NA
"Mammalia","CARNIVORA","HERPESTIDAE","Paracynictis","Paracynictis selousi",NA
"Mammalia","CARNIVORA","HERPESTIDAE","Herpestes","Herpestes ichneumon",NA
"Mammalia","CARNIVORA","HERPESTIDAE","Herpestes","Herpestes sanguineus","Galerella sanguinea"
"Mammalia","CARNIVORA","HERPESTIDAE","Rhynchogale","Rhynchogale melleri",NA
"Mammalia","CARNIVORA","HERPESTIDAE","Ichneumia","Ichneumia albicauda",NA
"Mammalia","CARNIVORA","HERPESTIDAE","Atilax","Atilax paludinosus",NA
"Mammalia","CARNIVORA","HERPESTIDAE","Mungos","Mungos mungo",NA
"Mammalia","CARNIVORA","HERPESTIDAE","Helogale","Helogale parvula",NA
"Mammalia","CARNIVORA","HYAENIDAE","Proteles","Proteles cristata",NA
"Mammalia","CARNIVORA","HYAENIDAE","Hyaena","Hyaena brunnea",NA
"Mammalia","CARNIVORA","HYAENIDAE","Crocuta","Crocuta crocuta",NA
"Mammalia","CARNIVORA","FELIDAE","Acinonyx","Acinonyx jubatus",NA
"Mammalia","CARNIVORA","FELIDAE","Panthera","Panthera pardus",NA
"Mammalia","CARNIVORA","FELIDAE","Panthera","Panthera leo",NA
"Mammalia","CARNIVORA","FELIDAE","Caracal","Caracal caracal","Felis caracal"
"Mammalia","CARNIVORA","FELIDAE","Felis","Felis silvestris","Felis lybica"
"Mammalia","CARNIVORA","FELIDAE","Leptailurus","Leptailurus serval","Felis serval"
"Mammalia","PROBOSCIDEA","ELEPHANTIDAE","Loxodonta","Loxodonta africana",NA
"Mammalia","PERISSODACTYLA","RHINOCEROTIDAE","Ceratotherium","Ceratotherium simum",NA
"Mammalia","PERISSODACTYLA","RHINOCEROTIDAE","Diceros","Diceros bicornis",NA
"Mammalia","PERISSODACTYLA","EQUIDAE","Equus","Equus quagga","Equus burchelli"
"Mammalia","HYRACOIDEA","PROCAVIIDAE","Procavia","Procavia capensis",NA
"Mammalia","HYRACOIDEA","PROCAVIIDAE","Heterohyrax","Heterohyrax brucei",NA
"Mammalia","TUBULIDENTATA","ORYCTEROPODIDAE","Orycteropus","Orycteropus afer",NA
"Mammalia","CETARTIODACTYLA","SUIDAE","Phacochoerus","Phacochoerus africanus",NA
"Mammalia","CETARTIODACTYLA","SUIDAE","Potamochoerus","Potamochoerus larvatus",NA
"Mammalia","CETARTIODACTYLA","HIPPOPOTAMIDAE","Hippopotamus","Hippopotamus amphibius",NA
"Mammalia","CETARTIODACTYLA","GIRAFFIDAE","Giraffa","Giraffa camelopardalis",NA
"Mammalia","CETARTIODACTYLA","BOVIDAE","Connochaetes","Connochaetes taurinus",NA
"Mammalia","CETARTIODACTYLA","BOVIDAE","Sigmoceros","Sigmoceros lichtensteinii",NA
"Mammalia","CETARTIODACTYLA","BOVIDAE","Damaliscus","Damaliscus lunatus",NA
"Mammalia","CETARTIODACTYLA","BOVIDAE","Cephalophus","Cephalophus natalensis",NA
"Mammalia","CETARTIODACTYLA","BOVIDAE","Sylvicapra","Sylvicapra grimmia",NA
"Mammalia","CETARTIODACTYLA","BOVIDAE","Oreotragus","Oreotragus oreotragus",NA
"Mammalia","CETARTIODACTYLA","BOVIDAE","Ourebia","Ourebia ourebi",NA
"Mammalia","CETARTIODACTYLA","BOVIDAE","Raphicerus","Raphicerus campestris",NA
"Mammalia","CETARTIODACTYLA","BOVIDAE","Raphicerus","Raphicerus sharpei",NA
"Mammalia","CETARTIODACTYLA","BOVIDAE","Neotragus","Neotragus moschatus",NA
"Mammalia","CETARTIODACTYLA","BOVIDAE","Aepyceros","Aepyceros melampus",NA
"Mammalia","CETARTIODACTYLA","BOVIDAE","Pelea","Pelea capreolus",NA
"Mammalia","CETARTIODACTYLA","BOVIDAE","Hippotragus","Hippotragus equinus",NA
"Mammalia","CETARTIODACTYLA","BOVIDAE","Hippotragus","Hippotragus niger",NA
"Mammalia","CETARTIODACTYLA","BOVIDAE","Syncerus","Syncerus caffer",NA
"Mammalia","CETARTIODACTYLA","BOVIDAE","Tragelaphus","Tragelaphus angasii",NA
"Mammalia","CETARTIODACTYLA","BOVIDAE","Tragelaphus","Tragelaphus scriptus",NA
"Mammalia","CETARTIODACTYLA","BOVIDAE","Tragelaphus","Tragelaphus strepsiceros",NA
"Mammalia","CETARTIODACTYLA","BOVIDAE","Tragelaphus","Tragelaphus oryx","Taurotragus oryx"
"Mammalia","CETARTIODACTYLA","BOVIDAE","Redunca","Redunca arundinum",NA
"Mammalia","CETARTIODACTYLA","BOVIDAE","Redunca","Redunca fulvorufula",NA
"Mammalia","CETARTIODACTYLA","BOVIDAE","Kobus","Kobus ellipsiprymnus",NA
"Mammalia","PHOLIDOTA","MANIDAE","Smutsia","Smutsia temminckii","Manis temminckii"
"Mammalia","RODENTIA","SCIURIDAE","Paraxerus","Paraxerus cepapi",NA
"Mammalia","RODENTIA","PEDETIDAE","Pedetes","Pedetes capensis",NA
"Mammalia","RODENTIA","HYSTRICIDAE","Hystris","Hystris africaeaustralis",NA
"Mammalia","RODENTIA","THRYONOMYIDAE","Thryonomys","Thryonomys swinderianus",NA
"Mammalia","RODENTIA","BATHYERGIDAE","Cryptomys","Cryptomys hottentotus",NA
"Mammalia","RODENTIA","MURIDAE","Otomys","Otomys angoniensis",NA
"Mammalia","RODENTIA","MURIDAE","Gerbilliscus","Gerbilliscus leucogaster","Tatera leucogaster"
"Mammalia","RODENTIA","MURIDAE","Cricetomys","Cricetomys gambianus",NA
"Mammalia","RODENTIA","MURIDAE","Saccostomus","Saccostomus campestris",NA
"Mammalia","RODENTIA","MURIDAE","Dendromus","Dendromus melanotis",NA
"Mammalia","RODENTIA","MURIDAE","Dendromus","Dendromus mystacalis",NA
"Mammalia","RODENTIA","MURIDAE","Steatomys","Steatomys pratensis",NA
"Mammalia","RODENTIA","MURIDAE","Acomys","Acomys spinosissimus",NA
"Mammalia","RODENTIA","MURIDAE","Lemniscomys","Lemniscomys rosalia",NA
"Mammalia","RODENTIA","MURIDAE","Dasymys","Dasymys incomtus",NA
"Mammalia","RODENTIA","MURIDAE","Grammomys","Grammomys dolichurus",NA
"Mammalia","RODENTIA","MURIDAE","Mus","Mus minutoides",NA
"Mammalia","RODENTIA","MURIDAE","Mastomys","Mastomys natalensis",NA
"Mammalia","RODENTIA","MURIDAE","Mastomys","Mastomys coucha",NA
"Mammalia","RODENTIA","MURIDAE","Thallomys","Thallomys paedulcus",NA
"Mammalia","RODENTIA","MURIDAE","Aethomys","Aethomys chrysophilus",NA
"Mammalia","RODENTIA","MURIDAE","Aethomys","Aethomys namaquensis",NA
"Mammalia","RODENTIA","GLIRIDAE","Graphiurus","Graphiurus murinus",NA
"Mammalia","LAGOMORPHA","LEPORIDAE","Lepus","Lepus capensis",NA
"Mammalia","LAGOMORPHA","LEPORIDAE","Lepus","Lepus saxatilis",NA
"Mammalia","LAGOMORPHA","LEPORIDAE","Pronolagus","Pronolagus crassicaudatus",NA
"Mammalia","MACROSCELIDEA","MACROSCELIDIDAE","Petrodromus","Petrodromus tetradactylus",NA
"Mammalia","MACROSCELIDEA","MACROSCELIDIDAE","Elephantulus","Elephantulus brachyrhynchus",NA
"Mammalia","MACROSCELIDEA","MACROSCELIDIDAE","Elephantulus","Elephantulus myurus",NA
"Amphibia","Anura","PIPIDAE","Xenopus","Xenopus laevis",NA
"Amphibia","Anura","PIPIDAE","Xenopus","Xenopus muelleri",NA
"Amphibia","Anura","BUFONIDAE","Amietophrynus","Amietophrynus garmani","Bufo garmani"
"Amphibia","Anura","BUFONIDAE","Amietophrynus","Amietophrynus gutturalis","Bufo gutturalis"
"Amphibia","Anura","BUFONIDAE","Amietophrynus","Amietophrynus gutturalis","Bufo regularis"
"Amphibia","Anura","BUFONIDAE","Amietophrynus","Amietophrynus maculates","Bufo maculatus"
"Amphibia","Anura","BUFONIDAE","Amietophrynus","Amietophrynus maculates","Bufo pusillus"
"Amphibia","Anura","BUFONIDAE","Amietophrynus","Amietophrynus rangeri","Bufo rangeri"
"Amphibia","Anura","BUFONIDAE","Amietophrynus","Amietophrynus rangeri","Bufo fenoulheti"
"Amphibia","Anura","BUFONIDAE","Amietophrynus","Amietophrynus rangeri","Bufo vertebralis"
"Amphibia","Anura","BUFONIDAE","Schismaderma","Schismaderma carens","Bufo carens"
"Amphibia","Anura","BREVICEPITIDAE","Breviceps","Breviceps adspersus",NA
"Amphibia","Anura","MICROHYLIDAE","Phrynomantis","Phrynomantis bifasciatus","Brachymerus bifasciatus"
"Amphibia","Anura","PYXICEPHALIDAE","Amietia","Amietia angolensis","Afrana angolensis"
"Amphibia","Anura","PYXICEPHALIDAE","Amietia","Amietia angolensis","Rana angolensis"
"Amphibia","Anura","PYXICEPHALIDAE","Cacosternum","Cacosternum boettgeri",NA
"Amphibia","Anura","PYXICEPHALIDAE","Pyxicephalus","Pyxicephalus edulis","Pyxicephalus adspersus"
"Amphibia","Anura","PYXICEPHALIDAE","Strongylopus","Strongylopus fasciatus",NA
"Amphibia","Anura","PYXICEPHALIDAE","Tomopterna","Tomopterna cryptotis","Tomopterna delalandii"
"Amphibia","Anura","PYXICEPHALIDAE","Tomopterna","Tomopterna krugerensis",NA
"Amphibia","Anura","PYXICEPHALIDAE","Tomopterna","Tomopterna marmorata",NA
"Amphibia","Anura","PYXICEPHALIDAE","Tomopterna","Tomopterna natalensis",NA
"Amphibia","Anura","PTYCHADENIDAE","Hildebrandtia","Hildebrandtia ornata",NA
"Amphibia","Anura","PTYCHADENIDAE","Ptychadena","Ptychadena anchietae",NA
"Amphibia","Anura","PTYCHADENIDAE","Ptychadena","Ptychadena mossambica",NA
"Amphibia","Anura","PTYCHADENIDAE","Ptychadena","Ptychadena oxyrhynchus",NA
"Amphibia","Anura","PHRYNOBATRACHIDAE","Phrynobatrachus","Phrynobatrachus mababiensis",NA
"Amphibia","Anura","PHRYNOBATRACHIDAE","Phrynobatrachus","Phrynobatrachus natalensis",NA
"Amphibia","Anura","RHACOPHORIDAE","Chiromantis","Chiromantis xerampelina",NA
"Amphibia","Anura","ARTHROLEPTIDAE","Arthroleptis","Arthroleptis stenodactylus",NA
"Amphibia","Anura","ARTHROLEPTIDAE","Leptopelis","Leptopelis mossambicus",NA
"Amphibia","Anura","HEMISOTIDAE","Hemisus","Hemisus marmoratus",NA
"Amphibia","Anura","HYPEROLIIDAE","Afrixalus","Afrixalus aureus",NA
"Amphibia","Anura","HYPEROLIIDAE","Hyperolius","Hyperolius pusillus",NA
"Amphibia","Anura","HYPEROLIIDAE","Hyperolius","Hyperolius marmoratus","Hyperolius viridiflavus"
"Amphibia","Anura","HYPEROLIIDAE","Hyperolius","Hyperolius tuberilinguis",NA
"Amphibia","Anura","HYPEROLIIDAE","Kassina","Kassina maculata",NA
"Amphibia","Anura","HYPEROLIIDAE","Kassina","Kassina senegalensis",NA
"Aves","Struthioniformes","STRUTHIONIDAE","Struthio","Struthio camelus",NA
"Aves","Podicipediformes","PODICIPEDIDAE","Trachybaptus","Trachybaptus ruficollis","Colymbus ruficollis"
"Aves","Pelecaniformes","PELECANIDAE","Pelecanus","Pelecanus onocrotalus",NA
"Aves","Pelecaniformes","PELECANIDAE","Pelecanus","Pelecanus rufescens",NA
"Aves","Suliformes","PHALACROCORACIDAE","Phalacrocorax","Phalacrocorax lucidus","Phalacrocorax carbo"
"Aves","Suliformes","PHALACROCORACIDAE","Phalacrocorax","Phalacrocorax lucidus","Pelecanus carbo"
"Aves","Suliformes","PHALACROCORACIDAE","Phalacrocorax","Phalacrocorax africanus","Pelecanus africanus"
"Aves","Suliformes","ANHINGIDAE","Anhinga","Anhinga rufa","Anhinga melanogaster"
"Aves","Pelecaniformes","ARDEIDAE","Ardea","Ardea cinerea",NA
"Aves","Pelecaniformes","ARDEIDAE","Ardea","Ardea melanocephala",NA
"Aves","Pelecaniformes","ARDEIDAE","Ardea","Ardea goliath",NA
"Aves","Pelecaniformes","ARDEIDAE","Ardea","Ardea purpurea",NA
"Aves","Pelecaniformes","ARDEIDAE","Egretta","Egretta alba","Casmerodius albus"
"Aves","Pelecaniformes","ARDEIDAE","Egretta","Egretta alba","Ardea alba"
"Aves","Pelecaniformes","ARDEIDAE","Egretta","Egretta garzetta","Ardea garzetta"
"Aves","Pelecaniformes","ARDEIDAE","Egretta","Egretta intermedia","Ardea intermedia"
"Aves","Pelecaniformes","ARDEIDAE","Egretta","Egretta ardesiaca","Ardea ardesiaca"
"Aves","Pelecaniformes","ARDEIDAE","Bubulcus","Bubulcus ibis","Ardea ibis"
"Aves","Pelecaniformes","ARDEIDAE","Ardeola","Ardeola ralloides","Ardea ralloides"
"Aves","Pelecaniformes","ARDEIDAE","Butorides","Butorides striatus","Ardea striatus"
"Aves","Pelecaniformes","ARDEIDAE","Butorides","Butorides rufiventris","Ardeola rufiventris"
"Aves","Pelecaniformes","ARDEIDAE","Butorides","Butorides rufiventris","Ardea rufiventris"
"Aves","Pelecaniformes","ARDEIDAE","Nycticorax","Nycticorax nycticorax","Ardea nycticorax"
"Aves","Pelecaniformes","ARDEIDAE","Gorsachius","Gorsachius leuconotus","Ardea leuconotus"
"Aves","Pelecaniformes","ARDEIDAE","Ixobrychus","Ixobrychus minutus","Ardea minuta"
"Aves","Pelecaniformes","ARDEIDAE","Ixobrychus","Ixobrychus sturmii","Ardeirallus sturmii"
"Aves","Pelecaniformes","ARDEIDAE","Ixobrychus","Ixobrychus sturmii","Ardea sturmii"
"Aves","Pelecaniformes","ARDEIDAE","Botaurus","Botaurus stellaris","Ardea stellaris"
"Aves","Pelecaniformes","SCOPIDAE","Scopus","Scopus umbretta",NA
"Aves","Ciconiiformes","CICONIIDAE","Ciconia","Ciconia ciconia","Ardea ciconia"
"Aves","Ciconiiformes","CICONIIDAE","Ciconia","Ciconia nigra","Ardea nigra"
"Aves","Ciconiiformes","CICONIIDAE","Ciconia","Ciconia abdimii",NA
"Aves","Ciconiiformes","CICONIIDAE","Ciconia","Ciconia episcopus","Ardea episcopus"
"Aves","Ciconiiformes","CICONIIDAE","Anastomus","Anastomus lamelligerus",NA
"Aves","Ciconiiformes","CICONIIDAE","Ephippiorhynchus","Ephippiorhynchus senegalensis","Mycteria senegalensis"
"Aves","Ciconiiformes","CICONIIDAE","Leptoptilos","Leptoptilos crumeniferus","Ciconia crumenifera"
"Aves","Ciconiiformes","CICONIIDAE","Mycteria","Mycteria ibis","Tantalus ibis"
"Aves","Pelecaniformes","THRESKIORNITHIDAE","Threskiornis","Threskiornis aethiopicus","Tantalus aethiopicus"
"Aves","Pelecaniformes","THRESKIORNITHIDAE","Plegadis","Plegadis falcinellus","Tantalus falcinellus"
"Aves","Pelecaniformes","THRESKIORNITHIDAE","Bostrychia","Bostrychia hagedash","Hagedashia hagedash"
"Aves","Pelecaniformes","THRESKIORNITHIDAE","Bostrychia","Bostrychia hagedash","Tantalus hagedash"
"Aves","Pelecaniformes","THRESKIORNITHIDAE","Platalea","Platalea alba",NA
"Aves","Phoenicopteriformes","PHOENICOPTERIDAE","Phoenicopterus","Phoenicopterus ruber",NA
"Aves","Phoenicopteriformes","PHOENICOPTERIDAE","Phoeniconaias","Phoeniconaias minor","Phoenicopterus minor"
"Aves","Anseriformes","ANATIDAE","Dendrocygna","Dendrocygna viduata","Anas viduata"
"Aves","Anseriformes","ANATIDAE","Dendrocygna","Dendrocygna bicolor","Anas bicolor"
"Aves","Anseriformes","ANATIDAE","Thalassornis","Thalassornis leuconotus",NA
"Aves","Anseriformes","ANATIDAE","Alopochen","Alopochen aegyptiacus","Anas aegyptiaca"
"Aves","Anseriformes","ANATIDAE","Anas","Anas undulata",NA
"Aves","Anseriformes","ANATIDAE","Anas","Anas sparsa",NA
"Aves","Anseriformes","ANATIDAE","Anas","Anas hottentota",NA
"Aves","Anseriformes","ANATIDAE","Anas","Anas erythrorhyncha",NA
"Aves","Anseriformes","ANATIDAE","Anas","Anas smithii","Spatula smithii"
"Aves","Anseriformes","ANATIDAE","Netta","Netta erythrophthalma","Anas erythrophthalma"
"Aves","Anseriformes","ANATIDAE","Nettapus","Nettapus auritus","Anas aurita"
"Aves","Anseriformes","ANATIDAE","Sarkidiornis","Sarkidiornis melanotos","Anser melanotos"
"Aves","Anseriformes","ANATIDAE","Plectropterus","Plectropterus gambensis","Anas gambensis"
