"class","order","family","genus","binomial","synonym"
"Aves","Anseriformes","ANATIDAE","Oxyura","Oxyura maccoa","Erismatura maccoa"
"Aves","Accipitriformes","SAGITTARIIDAE","Sagittarius","Sagittarius serpentarius","Falco serpentarius"
"Aves","Accipitriformes","ACCIPITRIDAE","Neophron","Neophron percnopterus","Vultur perenopterus"
"Aves","Accipitriformes","ACCIPITRIDAE","Necrosyrtes","Necrosyrtes monachus","Cathartes monachus"
"Aves","Accipitriformes","ACCIPITRIDAE","Gyps","Gyps coprotheres","Vultur coprotheres"
"Aves","Accipitriformes","ACCIPITRIDAE","Gyps","Gyps africanus",NA
"Aves","Accipitriformes","ACCIPITRIDAE","Aegypius","Aegypius tracheliotus","Torgos tracheliotus"
"Aves","Accipitriformes","ACCIPITRIDAE","Aegypius","Aegypius tracheliotus","Vultur tracheliotus"
"Aves","Accipitriformes","ACCIPITRIDAE","Aegypius","Aegypius occipitalis","Trigonoceps occipitalis"
"Aves","Accipitriformes","ACCIPITRIDAE","Aegypius","Aegypius occipitalis","Vultur occipitalis"
"Aves","Accipitriformes","ACCIPITRIDAE","Milvus","Milvus aegypticus","Falco migrans"
"Aves","Accipitriformes","ACCIPITRIDAE","Milvus","Milvus migrans","Falco migrans"
"Aves","Accipitriformes","ACCIPITRIDAE","Elanus","Elanus caeruleus","Falco caeruleus"
"Aves","Accipitriformes","ACCIPITRIDAE","Aviceda","Aviceda cuculoides",NA
"Aves","Accipitriformes","ACCIPITRIDAE","Macheiramphus","Macheiramphus alcinus",NA
"Aves","Accipitriformes","ACCIPITRIDAE","Pernis","Pernis apivorus","Falco apivorus"
"Aves","Accipitriformes","ACCIPITRIDAE","Aquila","Aquila verreauxi",NA
"Aves","Accipitriformes","ACCIPITRIDAE","Aquila","Aquila rapax","Falco rapax"
"Aves","Accipitriformes","ACCIPITRIDAE","Aquila","Aquila nipalensis",NA
"Aves","Accipitriformes","ACCIPITRIDAE","Aquila","Aquila pomarina",NA
"Aves","Accipitriformes","ACCIPITRIDAE","Aquila","Aquila wahlbergi",NA
"Aves","Accipitriformes","ACCIPITRIDAE","Hieraaetus","Hieraaetus pennatus","Falco pennatus"
"Aves","Accipitriformes","ACCIPITRIDAE","Aquila","Aquila spilogaster","Hieraaetus spilogaster"
"Aves","Accipitriformes","ACCIPITRIDAE","Aquila","Aquila spilogaster","Hieraaetus fasciatus"
"Aves","Accipitriformes","ACCIPITRIDAE","Aquila","Aquila spilogaster","Spizäetus spilogaster"
"Aves","Accipitriformes","ACCIPITRIDAE","Aquila","Aquila ayresii","Hieraaetus dubius"
"Aves","Accipitriformes","ACCIPITRIDAE","Aquila","Aquila ayresii","Hieraaetus ayresii"
"Aves","Accipitriformes","ACCIPITRIDAE","Aquila","Aquila ayresii","Morphinus dubius"
"Aves","Accipitriformes","ACCIPITRIDAE","Lophaetus","Lophaetus occipitalis","Falco occipitalis"
"Aves","Accipitriformes","ACCIPITRIDAE","Polemaetus","Polemaetus bellicosus","Falco bellicosus"
"Aves","Accipitriformes","ACCIPITRIDAE","Stephanoaetus","Stephanoaetus coronatus","Falco coronatus"
"Aves","Accipitriformes","ACCIPITRIDAE","Circaetus","Circaetus cinereus",NA
"Aves","Accipitriformes","ACCIPITRIDAE","Circaetus","Circaetus pectoralis","Circaetus gallicus"
"Aves","Accipitriformes","ACCIPITRIDAE","Circaetus","Circaetus pectoralis","Falco gallicus"
"Aves","Accipitriformes","ACCIPITRIDAE","Terathopius","Terathopius ecaudatus","Falco ecaudatus"
"Aves","Accipitriformes","ACCIPITRIDAE","Gypohierax","Gypohierax angolensis","Falco angolensis"
"Aves","Accipitriformes","ACCIPITRIDAE","Haliaeetus","Haliaeetus vocifer","Falco vocifer"
"Aves","Accipitriformes","ACCIPITRIDAE","Buteo","Buteo vulpinus","Buteo buteo"
"Aves","Accipitriformes","ACCIPITRIDAE","Buteo","Buteo vulpinus","Falco buteo"
"Aves","Accipitriformes","ACCIPITRIDAE","Buteo","Buteo rufofuscus","Falco rufofuscus"
"Aves","Accipitriformes","ACCIPITRIDAE","Kaupifalco","Kaupifalco monogrammicus","Falco monogrammicus"
"Aves","Accipitriformes","ACCIPITRIDAE","Accipiter","Accipiter ovampensis",NA
"Aves","Accipitriformes","ACCIPITRIDAE","Accipiter","Accipiter minullus","Falco minullus"
"Aves","Accipitriformes","ACCIPITRIDAE","Accipiter","Accipiter melanoleucas","Accipiter melanoleues"
"Aves","Accipitriformes","ACCIPITRIDAE","Accipiter","Accipiter badius","Falco badius"
"Aves","Accipitriformes","ACCIPITRIDAE","Accipiter","Accipiter tachiro","Falco tachiro"
"Aves","Accipitriformes","ACCIPITRIDAE","Melierax","Melierax gabar","Micronisus gabar"
"Aves","Accipitriformes","ACCIPITRIDAE","Melierax","Melierax gabar","Falco gabar"
"Aves","Accipitriformes","ACCIPITRIDAE","Melierax","Melierax metabates",NA
"Aves","Accipitriformes","ACCIPITRIDAE","Donker","Donker Witvalk",NA
"Aves","Accipitriformes","ACCIPITRIDAE","Circus","Circus aeruginosus","Falco aeruginosus"
"Aves","Accipitriformes","ACCIPITRIDAE","Circus","Circus ranivorus","Falco ranivorus"
"Aves","Accipitriformes","ACCIPITRIDAE","Circus","Circus pygargus","Falco pygargus"
"Aves","Accipitriformes","ACCIPITRIDAE","Circus","Circus macrourus","Falco macrourus"
"Aves","Accipitriformes","ACCIPITRIDAE","Polyboroides","Polyboroides typus",NA
"Aves","Accipitriformes","PANDIONIDAE","Pandion","Pandion haliaetus","Falco haliaetus"
"Aves","Falconiformes","FALCONIDAE","Falco","Falco peregrinus",NA
"Aves","Falconiformes","FALCONIDAE","Falco","Falco biarmicus",NA
"Aves","Falconiformes","FALCONIDAE","Falco","Falco subbuteo",NA
"Aves","Falconiformes","FALCONIDAE","Falco","Falco cuvieri",NA
"Aves","Falconiformes","FALCONIDAE","Falco","Falco chicquera",NA
"Aves","Falconiformes","FALCONIDAE","Falco","Falco vespertinus",NA
"Aves","Falconiformes","FALCONIDAE","Falco","Falco amurensis","Falco vespertinus"
"Aves","Falconiformes","FALCONIDAE","Falco","Falco rupicolus","Falco tinnunculus"
"Aves","Falconiformes","FALCONIDAE","Falco","Falco rupicoloides",NA
"Aves","Falconiformes","FALCONIDAE","Falco","Falco naumanni",NA
"Aves","Falconiformes","FALCONIDAE","Falco","Falco dickinsoni",NA
"Aves","Falconiformes","FALCONIDAE","Polihierax","Polihierax semitorquatus","Falco simitorquata"
"Aves","Galliformes","PHASIANIDAE","Peliperdix","Peliperdix coqui","Francolinus coqui"
"Aves","Galliformes","PHASIANIDAE","Peliperdix","Peliperdix coqui","Perdix coqui"
"Aves","Galliformes","PHASIANIDAE","Dendroperdix","Dendroperdix sephaena","Francolinus sephaena"
"Aves","Galliformes","PHASIANIDAE","Dendroperdix","Dendroperdix sephaena","Perdix sephaena"
"Aves","Galliformes","PHASIANIDAE","Scleroptila","Scleroptila shelleyi","Francolinus shelleyi"
"Aves","Galliformes","PHASIANIDAE","Pternistis","Pternistis natalensis","Francolinus natalensis"
"Aves","Galliformes","PHASIANIDAE","Pternistis","Pternistis afer","Francolinus afer"
"Aves","Galliformes","PHASIANIDAE","Pternistis","Pternistis afer","Tetrao afer"
"Aves","Galliformes","PHASIANIDAE","Francolinus","Francolinus swainsonii","Pternistis swainsoni"
"Aves","Galliformes","PHASIANIDAE","Francolinus","Francolinus swainsonii","Perdix swainsonii"
"Aves","Galliformes","PHASIANIDAE","Coturnix","Coturnix coturnix","Tetrao coturnix"
"Aves","Galliformes","PHASIANIDAE","Coturnix","Coturnix delegorguei",NA
"Aves","Galliformes","NUMIDIDAE","Numida","Numida meleagris",NA
"Aves","Galliformes","NUMIDIDAE","Guttera","Guttera edouardi","Guttera pucherani"
"Aves","Galliformes","NUMIDIDAE","Guttera","Guttera edouardi","Numida pucherani"
"Aves","Charadriiformes","TURNICIDAE","Turnix","Turnix sylvatica","Tetrao sylvaticus"
"Aves","Charadriiformes","TURNICIDAE","Turnix","Turnix hottentotta",NA
"Aves","Gruiformes","GRUIDAE","Balearica","Balearica regulorum","Anthropoides regulorum"
"Aves","Gruiformes","RALLIDAE","Rallus","Rallus caerulescens",NA
"Aves","Gruiformes","RALLIDAE","Crex","Crex crex",NA
"Aves","Gruiformes","RALLIDAE","Crecopsis","Crecopsis egregia","Crex egregia"
"Aves","Gruiformes","RALLIDAE","Crecopsis","Crecopsis egregia","Ortygometra Crex"
"Aves","Gruiformes","RALLIDAE","Amaurornis","Amaurornis flavirostris","Limnocorax flavirostris"
"Aves","Gruiformes","RALLIDAE","Amaurornis","Amaurornis flavirostris","Gallinula flavirostra"
"Aves","Gruiformes","RALLIDAE","Porzana","Porzana pusilla","Rallus pusillus"
"Aves","Gruiformes","RALLIDAE","Aenigmatolomnas","Aenigmatolomnas marginalis","Porzana marginalis"
"Aves","Gruiformes","RALLIDAE","Sarothrura","Sarothrura rufa","Rallus rufus"
"Aves","Gruiformes","RALLIDAE","Sarothrura","Sarothrura elegans","Gallinulla elegans"
"Aves","Gruiformes","RALLIDAE","Porphyrio","Porphyrio porphyrio","Fulica porphyrio"
"Aves","Gruiformes","RALLIDAE","Porphyrio","Porphyrio alleni",NA
"Aves","Gruiformes","RALLIDAE","Gallinula","Gallinula chloropus","Fulica chloropus"
"Aves","Gruiformes","RALLIDAE","Gallinula","Gallinula angulata",NA
"Aves","Gruiformes","RALLIDAE","Fulica","Fulica cristata",NA
"Aves","Gruiformes","HELIORNITHIDAE","Podica","Podica senegalensis","Heliopais senegalensis"
"Aves","Otidiformes","OTIDIDAE","Ardeotis","Ardeotis kori","Otis kori"
"Aves","Otidiformes","OTIDIDAE","Neotis","Neotis denhami","Otis denhami"
"Aves","Otidiformes","OTIDIDAE","Lophotis","Lophotis ruficrista","Eupodotis ruficrista"
"Aves","Otidiformes","OTIDIDAE","Lophotis","Lophotis ruficrista","Otis ruficrista"
"Aves","Otidiformes","OTIDIDAE","Lissotes","Lissotes melanogaster","Eupodotis melanogaster"
"Aves","Otidiformes","OTIDIDAE","Lissotes","Lissotes melanogaster","Otis melanogaster"
"Aves","Charadriiformes","JACANIDAE","Actophilornis","Actophilornis africanus","Parra africana"
"Aves","Charadriiformes","JACANIDAE","Microparra","Microparra capensis","Parra capensis"
"Aves","Charadriiformes","ROSTRATULIDAE","Rostratula","Rostratula benghalensis","Ralllus benghalensis"
"Aves","Charadriiformes","CHARADRIIDAE","Charadrius","Charadrius hiaticula",NA
"Aves","Charadriiformes","CHARADRIIDAE","Charadrius","Charadrius marginatus",NA
"Aves","Charadriiformes","CHARADRIIDAE","Charadrius","Charadrius pallidus",NA
"Aves","Charadriiformes","CHARADRIIDAE","Charadrius","Charadrius pecuarius",NA
"Aves","Charadriiformes","CHARADRIIDAE","Charadrius","Charadrius tricollaris",NA
"Aves","Charadriiformes","CHARADRIIDAE","Charadrius","Charadrius asiaticus",NA
"Aves","Charadriiformes","CHARADRIIDAE","Pluvialis","Pluvialis squatarola",NA
"Aves","Charadriiformes","CHARADRIIDAE","Vanellus","Vanellus coronatus","Charadrius coronatus"
"Aves","Charadriiformes","CHARADRIIDAE","Vanellus","Vanellus coronatus","Stephanibyx coronatus"
"Aves","Charadriiformes","CHARADRIIDAE","Vanellus","Vanellus lugubris","Charadrius lugubris"
"Aves","Charadriiformes","CHARADRIIDAE","Vanellus","Vanellus lugubris","Stephanibyx lugubris"
"Aves","Charadriiformes","CHARADRIIDAE","Vanellus","Vanellus armatus","Charadrius armatus"
"Aves","Charadriiformes","CHARADRIIDAE","Vanellus","Vanellus armatus","Hoplopterus armatus"
"Aves","Charadriiformes","CHARADRIIDAE","Vanellus","Vanellus albiceps","Xiphidiopterus albiceps"
"Aves","Charadriiformes","CHARADRIIDAE","Vanellus","Vanellus sengallus","Parra senegalla"
"Aves","Charadriiformes","CHARADRIIDAE","Vanellus","Vanellus sengallus","Xiphidiopterus senegallus"
"Aves","Charadriiformes","SCOLOPACIDAE","Arenaria","Arenaria interpres","Tringa interpres"
"Aves","Charadriiformes","SCOLOPACIDAE","Actitis","Actitis hypoleucos","Tringa hypoleucos"
"Aves","Charadriiformes","SCOLOPACIDAE","Tringa","Tringa ochropus",NA
"Aves","Charadriiformes","SCOLOPACIDAE","Tringa","Tringa glareola",NA
"Aves","Charadriiformes","SCOLOPACIDAE","Tringa","Tringa totanus","Scolopax totanus"
"Aves","Charadriiformes","SCOLOPACIDAE","Tringa","Tringa stagnatilis","Totanus stagnatilis"
"Aves","Charadriiformes","SCOLOPACIDAE","Tringa","Tringa nebularia","Scolopax nebularia"
"Aves","Charadriiformes","SCOLOPACIDAE","Calidris","Calidris ferruginea","Tringa ferruginea"
"Aves","Charadriiformes","SCOLOPACIDAE","Calidris","Calidris minuta","Tringa minuta"
"Aves","Charadriiformes","SCOLOPACIDAE","Calidris","Calidris alba","Tringa alba"
"Aves","Charadriiformes","SCOLOPACIDAE","Philomachus","Philomachus pugnax","Tringa pugnax"
"Aves","Charadriiformes","SCOLOPACIDAE","Gallinago","Gallinago nigripennis",NA
"Aves","Charadriiformes","SCOLOPACIDAE","Numenius","Numenius phaeopus","Scolopax phaeopus"
"Aves","Charadriiformes","RECURVIROSTRIDAE","Recurvirostra","Recurvirostra avosetta",NA
"Aves","Charadriiformes","RECURVIROSTRIDAE","Himantopus","Himantopus himantopus","Charadrius himantopus"
"Aves","Charadriiformes","BURHINIDAE","Burhinus","Burhinus capensis","Oedicnemus capensis"
"Aves","Charadriiformes","BURHINIDAE","Burhinus","Burhinus vermiculatus","Oedicnemus vermiculatus"
"Aves","Charadriiformes","GLAREOLIDAE","Cursorius","Cursorius rufus",NA
"Aves","Charadriiformes","GLAREOLIDAE","Cursorius","Cursorius temminckii",NA
"Aves","Charadriiformes","GLAREOLIDAE","Rhinoptilus","Rhinoptilus cinctus",NA
"Aves","Charadriiformes","GLAREOLIDAE","Rhinoptilus","Rhinoptilus chalcopterus","Cursorius chalcopterus"
"Aves","Charadriiformes","GLAREOLIDAE","Glareola","Glareola pratincola","Hirundo pratincola"
"Aves","Charadriiformes","GLAREOLIDAE","Gewone","Gewone Kleinsprinkaanvoël",NA
"Aves","Charadriiformes","LARIDAE","Stercorarius","Stercorarius parasiticus","Larus parasiticus"
"Aves","Charadriiformes","LARIDAE","Larus","Larus cirrocephalus",NA
"Aves","Charadriiformes","LARIDAE","Sterna","Sterna fuscata",NA
"Aves","Charadriiformes","LARIDAE","Chlidonias","Chlidonias hybridus","Sterna hybrida"
"Aves","Charadriiformes","LARIDAE","Chlidonias","Chlidonias hybridus","Chlidonias hybrida"
"Aves","Charadriiformes","LARIDAE","Chlidonias","Chlidonias leucopterus","Sterna leucoptera"
"Aves","Charadriiformes","LARIDAE","Chlidonias","Chlidonias leucopterus","Chlidonias leucoptera"
"Aves","Pterocliformes","PTEROCLIDAE","Pterocles","Pterocles bicinctus",NA
"Aves","Pterocliformes","PTEROCLIDAE","Dubbelbandsandpatrys","Dubbelbandsandpatrys Endemic",NA
"Aves","Columbiformes","COLUMBIDAE","Columba","Columba guinea",NA
"Aves","Columbiformes","COLUMBIDAE","Streptopelia","Streptopelia semitorquata","Columba semitorquata"
"Aves","Columbiformes","COLUMBIDAE","Streptopelia","Streptopelia decipiens","Turtur decipiens"
"Aves","Columbiformes","COLUMBIDAE","Streptopelia","Streptopelia capicola","Columba vinacea"
"Aves","Columbiformes","COLUMBIDAE","Streptopelia","Streptopelia senegalensis","Columba senegalensis"
"Aves","Columbiformes","COLUMBIDAE","Streptopelia","Streptopelia senegalensis","Stigmatopelia senegalensis"
"Aves","Columbiformes","COLUMBIDAE","Oena","Oena capensis","Columba capensis"
"Aves","Columbiformes","COLUMBIDAE","Turtur","Turtur afer","Columba afer"
"Aves","Columbiformes","COLUMBIDAE","Turtur","Turtur chalcospilos","Columba chalcospilos"
"Aves","Columbiformes","COLUMBIDAE","Turtur","Turtur tympanistria","Columba tympanistria"
"Aves","Columbiformes","COLUMBIDAE","Aplopelia","Aplopelia larvata",NA
"Aves","Columbiformes","COLUMBIDAE","Treron","Treron calva","Columba calva"
"Aves","Columbiformes","COLUMBIDAE","Treron","Treron calva","Treron australis"
"Aves","Psittaciformes","PSITTACIDAE","Poicephalus","Poicephalus cryptoxanthus","Psittacus cryptoxanthus"
"Aves","Psittaciformes","PSITTACIDAE","Poicephalus","Poicephalus meyeri",NA
"Aves","Psittaciformes","PSITTACIDAE","Poicephalus","Poicephalus fuscicollis",NA
"Aves","Musophagiformes","MUSOPHAGIDAE","Gallirex","Gallirex porphyreolophus","Tauraco porphyreolophus"
"Aves","Musophagiformes","MUSOPHAGIDAE","Gallirex","Gallirex porphyreolophus","Corythaix porphyreolophus"
"Aves","Musophagiformes","MUSOPHAGIDAE","Corythaixoides","Corythaixoides concolor",NA
"Aves","Cuculiformes","CUCULIDAE","Cuculus","Cuculus canorus",NA
"Aves","Cuculiformes","CUCULIDAE","Cuculus","Cuculus gularis",NA
"Aves","Cuculiformes","CUCULIDAE","Cuculus","Cuculus solitarius",NA
"Aves","Cuculiformes","CUCULIDAE","Cuculus","Cuculus clamosus",NA
"Aves","Cuculiformes","CUCULIDAE","Clamator","Clamator glandarius","Cuculus glandarius"
"Aves","Cuculiformes","CUCULIDAE","Clamator","Clamator levaillantii","Coccyzus levaillantii"
"Aves","Cuculiformes","CUCULIDAE","Clamator","Clamator jacobinus","Cuculus jacobinus"
"Aves","Cuculiformes","CUCULIDAE","Pachycoccyx","Pachycoccyx audeberti","Cuculus audeberti"
"Aves","Cuculiformes","CUCULIDAE","Chrysococcyx","Chrysococcyx cupreus",NA
"Aves","Cuculiformes","CUCULIDAE","Chrysococcyx","Chrysococcyx klaas",NA
"Aves","Cuculiformes","CUCULIDAE","Chrysococcyx","Chrysococcyx caprius",NA
"Aves","Cuculiformes","CUCULIDAE","Centropus","Centropus grillii",NA
"Aves","Cuculiformes","CUCULIDAE","Centropus","Centropus burchellii","Centropus superciliosus"
"Aves","Strigiformes","TYTONIDAE","Tyto","Tyto alba",NA
"Aves","Strigiformes","TYTONIDAE","Tyto","Tyto capensis",NA
"Aves","Strigiformes","TYTONIDAE","Strix","Strix woodfordii","Noctua woodfordii"
"Aves","Strigiformes","TYTONIDAE","Strix","Strix woodfordii","Ciccaba woodfordii"
"Aves","Strigiformes","TYTONIDAE","Asio","Asio capensis","Otus capensis"
"Aves","Strigiformes","TYTONIDAE","Otus","Otus senegalensis","Otus scops"
"Aves","Strigiformes","TYTONIDAE","Otus","Otus senegalensis","Strix scops"
"Aves","Strigiformes","TYTONIDAE","Ptilopsis","Ptilopsis granti","Otus leucotis"
"Aves","Strigiformes","TYTONIDAE","Ptilopsis","Ptilopsis granti","Strix leucotis"
"Aves","Strigiformes","TYTONIDAE","Glaucidium","Glaucidium perlatum","Strix perlata"
"Aves","Strigiformes","TYTONIDAE","Glaucidium","Glaucidium capense","Noctua capensis"
"Aves","Strigiformes","TYTONIDAE","Bubo","Bubo africanus","Strix africana"
"Aves","Strigiformes","TYTONIDAE","Bubo","Bubo lacteus","Strix lactea"
"Aves","Strigiformes","TYTONIDAE","Scotopelia","Scotopelia peli",NA
"Aves","Caprimulgiformes","CAPRIMULGIDAE","Caprimulgus","Caprimulgus europaeus",NA
"Aves","Caprimulgiformes","CAPRIMULGIDAE","Caprimulgus","Caprimulgus pectoralis",NA
"Aves","Caprimulgiformes","CAPRIMULGIDAE","Caprimulgus","Caprimulgus rufigena",NA
"Aves","Caprimulgiformes","CAPRIMULGIDAE","Caprimulgus","Caprimulgus tristigma",NA
"Aves","Caprimulgiformes","CAPRIMULGIDAE","Caprimulgus","Caprimulgus fossii",NA
"Aves","Caprimulgiformes","CAPRIMULGIDAE","Macrodipteryx","Macrodipteryx vexillaria","Semeiophorus vexillarius"
"Aves","Apodiformes","APODIDAE","Apus","Apus apus","Hirundo apus"
"Aves","Apodiformes","APODIDAE","Apus","Apus barbatus","Cypselus barbatus"
"Aves","Apodiformes","APODIDAE","Apus","Apus caffer","Cypselus caffer"
"Aves","Apodiformes","APODIDAE","Apus","Apus horus",NA
"Aves","Apodiformes","APODIDAE","Apus","Apus affinis","Cypselus affinis"
"Aves","Apodiformes","APODIDAE","Tachymarptis","Tachymarptis melba","Apus melba"
"Aves","Apodiformes","APODIDAE","Tachymarptis","Tachymarptis melba","Hirundo melba"
"Aves","Apodiformes","APODIDAE","Cypsiurus","Cypsiurus parvus","Cypselus parvus"
"Aves","Apodiformes","APODIDAE","Telacanthura","Telacanthura ussheri","Chaetura ussheri"
"Aves","Apodiformes","APODIDAE","Neafrapus","Neafrapus boehmi","Chaetura boehmi"
"Aves","Coliiformes","COLIIDAE","Colius","Colius striatus",NA
"Aves","Coliiformes","COLIIDAE","Urocolius","Urocolius indicus","Colius indicus"
"Aves","Trogoniformes","TROGONIDAE","Apaloderma","Apaloderma narina",NA
"Aves","Coraciiformes","ALCEDINIDAE","Ceryle","Ceryle rudis","Alcedo rudis"
"Aves","Coraciiformes","ALCEDINIDAE","Megaceryle","Megaceryle maxima","Ceryle maxima"
"Aves","Coraciiformes","ALCEDINIDAE","Megaceryle","Megaceryle maxima","Alcedo maxima"
"Aves","Coraciiformes","ALCEDINIDAE","Alcedo","Alcedo semitorquata",NA
"Aves","Coraciiformes","ALCEDINIDAE","Alcedo","Alcedo cristata","Corythornis cristata"
"Aves","Coraciiformes","ALCEDINIDAE","Ispidina","Ispidina picta",NA
"Aves","Coraciiformes","ALCEDINIDAE","Halcyon","Halcyon senegalensis","Alcedo senegalensis"
