"class","order","family","genus","binomial","synonym"
"Aves","Passeriformes","ESTRILDIDAE","Estrilda","Estrilda perreini",NA
"Aves","Passeriformes","ESTRILDIDAE","Estrilda","Estrilda melanotis","Coccopygia melanotis"
"Aves","Passeriformes","ESTRILDIDAE","Ortygospiza","Ortygospiza atricollis","Ortygospiza fuscocrissa"
"Aves","Passeriformes","ESTRILDIDAE","Sporaeginthus","Sporaeginthus subflavus","Amandava subflava"
"Aves","Passeriformes","ESTRILDIDAE","Amadina","Amadina fasciata",NA
"Aves","Passeriformes","ESTRILDIDAE","Spermestes","Spermestes cucullatus","Lonchura cucullata"
"Aves","Passeriformes","ESTRILDIDAE","Spermestes","Spermestes bicolor","Lonchura bicolor"
"Aves","Passeriformes","VIDUIDAE","Vidua","Vidua macroura",NA
"Aves","Passeriformes","VIDUIDAE","Vidua","Vidua regia",NA
"Aves","Passeriformes","VIDUIDAE","Vidua","Vidua paradisaea",NA
"Aves","Passeriformes","VIDUIDAE","Vidua","Vidua funerea",NA
"Aves","Passeriformes","VIDUIDAE","Vidua","Vidua purpurascens",NA
"Aves","Passeriformes","VIDUIDAE","Vidua","Vidua chalybeata",NA
"Aves","Passeriformes","FRINGILLIDAE","Crithagra","Crithagra mozambica",NA
"Aves","Passeriformes","FRINGILLIDAE","Serinus","Serinus atrogularis",NA
"Aves","Passeriformes","FRINGILLIDAE","Serinus","Serinus canicollis",NA
"Aves","Passeriformes","FRINGILLIDAE","Crithagra","Crithagra sulphurata","Serinus sulphuratus"
"Aves","Passeriformes","FRINGILLIDAE","Crithagra","Crithagra gularis","Poliospiza gularis"
"Aves","Passeriformes","FRINGILLIDAE","Emberiza","Emberiza flaviventris",NA
"Aves","Passeriformes","FRINGILLIDAE","Emberiza","Emberiza capensis","Fringillaria capensis"
"Aves","Passeriformes","FRINGILLIDAE","Emberiza","Emberiza tahapisi",NA
"Aves","Passeriformes","FRINGILLIDAE","Emberiza","Emberiza impetuani","Fringillaria impetuani"
"Reptilia","Testudines","TESTUDINIDAE","Kinixys","Kinixys natalensis",NA
"Reptilia","Testudines","TESTUDINIDAE","Kinixys","Kinixys spekii","Kinixys belliana"
"Reptilia","Testudines","TESTUDINIDAE","Stigmochelus","Stigmochelus pardalis","Geochelone pardalis"
"Reptilia","Testudines","TESTUDINIDAE","Stigmochelus","Stigmochelus pardalis","Geochelone pardalis"
"Reptilia","Testudines","PELOMEDUSIDAE","Pelomedusa","Pelomedusa subrufa",NA
"Reptilia","Testudines","PELOMEDUSIDAE","Pelusios","Pelusios sinuatus",NA
"Reptilia","Testudines","PELOMEDUSIDAE","Pelusios","Pelusios subniger",NA
"Reptilia","Crocodilia","CROCODYLIDAE","Crocodylus","Crocodylus niloticus",NA
"Reptilia","Squamata","GEKKONIDAE","Afroedura","Afroedura haackei","Afroedura pondolia"
"Reptilia","Squamata","GEKKONIDAE","Afroedura","Afroedura langi","Afroedura langi"
"Reptilia","Squamata","GEKKONIDAE","Afroedura","Afroedura langi","Afroedura pondolia"
"Reptilia","Squamata","GEKKONIDAE","Afroedura","Afroedura marleyi",NA
"Reptilia","Squamata","GEKKONIDAE","Afroedura","Afroedura pienaari",NA
"Reptilia","Squamata","GEKKONIDAE","Afroedura","Afroedura transvaalica",NA
"Reptilia","Squamata","GEKKONIDAE","Chondrodactylus","Chondrodactylus turneri","Pachydactylus bibronii"
"Reptilia","Squamata","GEKKONIDAE","Hemidactylus","Hemidactylus mabouia",NA
"Reptilia","Squamata","GEKKONIDAE","Homopholis","Homopholis wahlbergii",NA
"Reptilia","Squamata","GEKKONIDAE","Lygodactylus","Lygodactylus capensis",NA
"Reptilia","Squamata","GEKKONIDAE","Lygodactylus","Lygodactylus stevensoni",NA
"Reptilia","Squamata","GEKKONIDAE","Pachydactylus","Pachydactylus affinis","Pachydactylus capensis"
"Reptilia","Squamata","GEKKONIDAE","Pachydactylus","Pachydactylus punctatus",NA
"Reptilia","Squamata","GEKKONIDAE","Pachydactylus","Pachydactylus vansoni","Pachydactylus capensis"
"Reptilia","Squamata","AGAMIDAE","Acanthocercus","Acanthocercus atricollis","Agama atricollis"
"Reptilia","Squamata","AGAMIDAE","Agama","Agama aculeata",NA
"Reptilia","Squamata","AGAMIDAE","Agama","Agama armata","Agama aculeata"
"Reptilia","Squamata","CHAMAELEONIDAE","Chamaeleo","Chamaeleo dilepis",NA
"Reptilia","Squamata","SCINCIDAE","Acontias","Acontias plumbeus",NA
"Reptilia","Squamata","SCINCIDAE","Acontias","Acontias aurantiacus",NA
"Reptilia","Squamata","SCINCIDAE","Acontias","Acontias cregoi",NA
"Reptilia","Squamata","SCINCIDAE","Afroablepharus","Afroablepharus macuicollis",NA
"Reptilia","Squamata","SCINCIDAE","Afroablepharus","Afroablepharus wahlbergi","Panaspis wahlbergii"
"Reptilia","Squamata","SCINCIDAE","Mochlus","Mochlus sundevali","Lygosoma sundevallii"
"Reptilia","Squamata","SCINCIDAE","Scelotes","Scelotes bidigittatus",NA
"Reptilia","Squamata","SCINCIDAE","Scelotes","Scelotes limpopoensis","Scelotes limpopoensis"
"Reptilia","Squamata","SCINCIDAE","Scelotes","Scelotes mossambicus","Scelotes brevipes"
"Reptilia","Squamata","SCINCIDAE","Trachylepis","Trachylepis depressa","Mabuya homalocephala"
"Reptilia","Squamata","SCINCIDAE","Trachylepis","Trachylepis margaritifer","Mabuya quinquetaeniata"
"Reptilia","Squamata","SCINCIDAE","Trachylepis","Trachylepis striata","Mabuya striata"
"Reptilia","Squamata","SCINCIDAE","Trachylepis","Trachylepis varia","Mabuya varia"
"Reptilia","Squamata","SCINCIDAE","Trachylepis","Trachylepis varia","Mabuya varia"
"Reptilia","Squamata","GERRHOSAURIDAE","Broadleysaurus","Broadleysaurus major",NA
"Reptilia","Squamata","GERRHOSAURIDAE","Matobosaurus","Matobosaurus validus","Gerrhosaurus validus"
"Reptilia","Squamata","GERRHOSAURIDAE","Gerrhosaurus","Gerrhosaurus flavigularis",NA
"Reptilia","Squamata","GERRHOSAURIDAE","Gerrhosaurus","Gerrhosaurus nigrolineatus",NA
"Reptilia","Squamata","CORDYLIDAE","Cordylus","Cordylus jonesii","Cordylus tropidosternum"
"Reptilia","Squamata","CORDYLIDAE","Cordylus","Cordylus vittifer",NA
"Reptilia","Squamata","CORDYLIDAE","Platysaurus","Platysaurus intermedius",NA
"Reptilia","Squamata","CORDYLIDAE","Platysaurus","Platysaurus intermedius",NA
"Reptilia","Squamata","CORDYLIDAE","Platysaurus","Platysaurus intermedius",NA
"Reptilia","Squamata","CORDYLIDAE","Smaug","Smaug barbetonensis",NA
"Reptilia","Squamata","CORDYLIDAE","Smaug","Smaug depressus","Cordylus warreni"
"Reptilia","Squamata","CORDYLIDAE","Smaug","Smaug depressus","Cordylus warreni"
"Reptilia","Squamata","CORDYLIDAE","Smaug","Smaug vandami","Cordylus vandami"
"Reptilia","Squamata","CORDYLIDAE","Smaug","Smaug vandami","Cordylus warreni"
"Reptilia","Squamata","CORDYLIDAE","Smaug","Smaug warreni","Cordylus warreni"
"Reptilia","Squamata","LACERTIDAE","Heliobolus","Heliobolus lugubris","Eremias Lampreremias"
"Reptilia","Squamata","LACERTIDAE","Meroles","Meroles squamaulosa","Ichnotropis squamulosa"
"Reptilia","Squamata","LACERTIDAE","Nucras","Nucras caesicaudata",NA
"Reptilia","Squamata","LACERTIDAE","Nucras","Nucras holubi","Nucras taeniolata"
"Reptilia","Squamata","LACERTIDAE","Nucras","Nucras holubi","Nucras taeniolata"
"Reptilia","Squamata","LACERTIDAE","Nucras","Nucras intertexta",NA
"Reptilia","Squamata","LACERTIDAE","Nucras","Nucras ornata","Nucras taeniolata"
"Reptilia","Squamata","VARANIDAE","Varanus","Varanus albigularis","Varanus exanthematicus"
"Reptilia","Squamata","VARANIDAE","Varanus","Varanus niloticus",NA
"Reptilia","Squamata","AMPHISBAENIDAE","Chirindia","Chirindia langi","Chirindia langi"
"Reptilia","Squamata","AMPHISBAENIDAE","Monopeltis","Monopeltis decosteri","Monopeltis capensis"
"Reptilia","Squamata","AMPHISBAENIDAE","Monopeltis","Monopeltis leonhardi",NA
"Reptilia","Squamata","AMPHISBAENIDAE","Monopeltis","Monopeltis sphenorhynchus",NA
"Reptilia","Squamata","AMPHISBAENIDAE","Zygaspis","Zygaspis quadrifrons",NA
"Reptilia","Squamata","AMPHISBAENIDAE","Zygaspis","Zygaspis violacea",NA
"Reptilia","Squamata","TYPHLOPIDAE","Afrotypholops","Afrotypholops schlegelii","Typhlops schlegelii"
"Reptilia","Squamata","TYPHLOPIDAE","Afrotypholops","Afrotypholops schlegelii","Rhinotyphlops schlegelii"
"Reptilia","Squamata","TYPHLOPIDAE","Rhinotyphlops","Rhinotyphlops lalandei","Typhlops lalandei"
"Reptilia","Squamata","LEPTOTYPHLOPIDAE","Leptotyphlops","Leptotyphlops distanti",NA
"Reptilia","Squamata","LEPTOTYPHLOPIDAE","Leptotyphlops","Leptotyphlops incognitus","Leptotyphlops conjunctus"
"Reptilia","Squamata","LEPTOTYPHLOPIDAE","Leptotyphlops","Leptotyphlops scutifrons",NA
"Reptilia","Squamata","LEPTOTYPHLOPIDAE","Leptotyphlops","Leptotyphlops scutifrons",NA
"Reptilia","Squamata","LEPTOTYPHLOPIDAE","Myriopholis","Myriopholis longicauda","Leptotyphlops longicaudus"
"Reptilia","Squamata","PYTHONIDAE","Python","Python natalensis",NA
"Reptilia","Squamata","LAMPROPHIIDAE","Amblyodipsas","Amblyodipsas concolor",NA
"Reptilia","Squamata","LAMPROPHIIDAE","Amblyodipsas","Amblyodipsas microphthalma","Amblyodipsas microphthalma"
"Reptilia","Squamata","LAMPROPHIIDAE","Amblyodipsas","Amblyodipsas microphthalma","Amblyodipsas microphthalma"
"Reptilia","Squamata","LAMPROPHIIDAE","Amblyodipsas","Amblyodipsas polylepis",NA
"Reptilia","Squamata","LAMPROPHIIDAE","Aparallactus","Aparallactus capensis",NA
"Reptilia","Squamata","LAMPROPHIIDAE","Aparallactus","Aparallactus lunulatus",NA
"Reptilia","Squamata","LAMPROPHIIDAE","Atractaspis","Atractaspis bibronii",NA
"Reptilia","Squamata","LAMPROPHIIDAE","Boaedon","Boaedon capensis","Lamprophis capensis"
"Reptilia","Squamata","LAMPROPHIIDAE","Boaedon","Boaedon capensis","Lamprophis fuliginosus"
"Reptilia","Squamata","LAMPROPHIIDAE","Boaedon","Boaedon capensis","Lamprophis fuliginosus"
"Reptilia","Squamata","LAMPROPHIIDAE","Duberria","Duberria lutrix",NA
"Reptilia","Squamata","LAMPROPHIIDAE","Gonionotophis","Gonionotophis capensis","Mehelya capensis"
"Reptilia","Squamata","LAMPROPHIIDAE","Gonionotophis","Gonionotophis nyassae","Mehelya nyassae"
"Reptilia","Squamata","LAMPROPHIIDAE","Hemirhagerrhis","Hemirhagerrhis nototaenia",NA
"Reptilia","Squamata","LAMPROPHIIDAE","Lamprophis","Lamprophis guttatus",NA
"Reptilia","Squamata","LAMPROPHIIDAE","Lycodonomorphus","Lycodonomorphus obscuriventris","Lycodonomorphus whytii"
"Reptilia","Squamata","LAMPROPHIIDAE","Lycodonomorphus","Lycodonomorphus rufulus",NA
"Reptilia","Squamata","LAMPROPHIIDAE","Lycophidion","Lycophidion capense",NA
"Reptilia","Squamata","LAMPROPHIIDAE","Lycophidion","Lycophidion variegatum",NA
"Reptilia","Squamata","LAMPROPHIIDAE","Prosymna","Prosymna bivittata",NA
"Reptilia","Squamata","LAMPROPHIIDAE","Prosymna","Prosymna stuhlmannii","Prosymna ambigua"
"Reptilia","Squamata","LAMPROPHIIDAE","Prosymna","Prosymna sundevalii","Prosymna sundevallii"
"Reptilia","Squamata","LAMPROPHIIDAE","Psammophis","Psammophis angolensis",NA
"Reptilia","Squamata","LAMPROPHIIDAE","Psammophis","Psammophis mossambicus","Psammophis phillipsii"
"Reptilia","Squamata","LAMPROPHIIDAE","Psammophis","Psammophis subtaeniatus",NA
"Reptilia","Squamata","LAMPROPHIIDAE","Psammophis","Psammophis trinasalis","Psammophis leightoni"
"Reptilia","Squamata","LAMPROPHIIDAE","Psammophylax","Psammophylax tritaeniatus",NA
"Reptilia","Squamata","LAMPROPHIIDAE","Pseudaspis","Pseudaspis cana",NA
"Reptilia","Squamata","LAMPROPHIIDAE","Rhamphiophis","Rhamphiophis rostratus","Rhamphiophis oxyrhynchus"
"Reptilia","Squamata","LAMPROPHIIDAE","Xenocalamus","Xenocalamus bicolor","Xenocalamus lineatus"
"Reptilia","Squamata","COLUBRIDAE","Crotaphopeltis","Crotaphopeltis hotamboeia",NA
"Reptilia","Squamata","COLUBRIDAE","Dasypeltis","Dasypeltis scabra",NA
"Reptilia","Squamata","COLUBRIDAE","Dipsadoboa","Dipsadoboa aulica","Dipsadoboa aulica"
"Reptilia","Squamata","COLUBRIDAE","Dispholidus","Dispholidus typus",NA
"Reptilia","Squamata","COLUBRIDAE","Meizodon","Meizodon semiornatus",NA
"Reptilia","Squamata","COLUBRIDAE","Philothamnus","Philothamnus hoplogaster",NA
"Reptilia","Squamata","COLUBRIDAE","Philothamnus","Philothamnus natalensis",NA
"Reptilia","Squamata","COLUBRIDAE","Philothamnus","Philothamnus semivariegatus",NA
"Reptilia","Squamata","COLUBRIDAE","Telescopus","Telescopus semiannulatus",NA
"Reptilia","Squamata","COLUBRIDAE","Thelotornis","Thelotornis capensis",NA
"Reptilia","Squamata","ELAPIDAE","Aspidelaps","Aspidelaps scutatus",NA
"Reptilia","Squamata","ELAPIDAE","Dendroaspis","Dendroaspis polylepis",NA
"Reptilia","Squamata","ELAPIDAE","Elapsoidea","Elapsoidea boulengeri","Elapsoidea semiannulata"
"Reptilia","Squamata","ELAPIDAE","Elapsoidea","Elapsoidea sundevallii",NA
"Reptilia","Squamata","ELAPIDAE","Naja","Naja annulifera","Naja haje"
"Reptilia","Squamata","ELAPIDAE","Naja","Naja melanoleuca",NA
"Reptilia","Squamata","ELAPIDAE","Naja","Naja mossambica",NA
"Reptilia","Squamata","VIPERIDAE","Bitis","Bitis arietans",NA
"Reptilia","Squamata","VIPERIDAE","Bitis","Bitis caudalis",NA
"Reptilia","Squamata","VIPERIDAE","Causus","Causus defilippii",NA
"Dipnoi","LEPIDOSIRENIFORMES","PROTOPTERIDAE","Protopterus","Protopterus annectens",NA
"Actinopterygii","MORMYRIFORMES","MORMYRIDAE","Marcusenius","Marcusenius pongolensis","Marcusenius macrolepidotus"
"Actinopterygii","MORMYRIFORMES","MORMYRIDAE","Marcusenius","Marcusenius pongolensis","Gnathonemus pongolensis"
"Actinopterygii","MORMYRIFORMES","MORMYRIDAE","Petrocephalus","Petrocephalus wesselsi","Petrocephalus catostoma"
"Actinopterygii","MORMYRIFORMES","MORMYRIDAE","Petrocephalus","Petrocephalus wesselsi","Petrocephalus stuhlmanni"
"Actinopterygii","ANGUILLLIFORMES","ANGUILLIDAE","Anguilla","Anguilla mossambica","Anguilla capensis"
"Actinopterygii","ANGUILLLIFORMES","ANGUILLIDAE","Anguills","Anguills labiata","Anguilla bengalensis"
"Actinopterygii","ANGUILLLIFORMES","ANGUILLIDAE","Anguills","Anguills labiata","Anguills nebulosa"
"Actinopterygii","ANGUILLLIFORMES","ANGUILLIDAE","Anguilla","Anguilla marmorata","Anguilla bengalensis"
"Actinopterygii","CYPRINIFORMES","CYPRINIDAE","Mesobola","Mesobola brevianalis","Engraulicypris brevianalis"
"Actinopterygii","CYPRINIFORMES","CYPRINIDAE","Opsaridium","Opsaridium peringueyi","Opsaridium zambezense"
"Actinopterygii","CYPRINIFORMES","CYPRINIDAE","Opsaridium","Opsaridium peringueyi","Barilius zambezensis"
"Actinopterygii","CYPRINIFORMES","CYPRINIDAE","Enteromius","Enteromius annectens","Barbus annectens"
"Actinopterygii","CYPRINIFORMES","CYPRINIDAE","Enteromius","Enteromius unitaeniatus","Barbus unitaeniatus"
"Actinopterygii","CYPRINIFORMES","CYPRINIDAE","Enteromius","Enteromius unitaeniatus","Barbus labialis"
"Actinopterygii","CYPRINIFORMES","CYPRINIDAE","Enteromius","Enteromius viviparus","Barbus viviparus"
"Actinopterygii","CYPRINIFORMES","CYPRINIDAE","Enteromius","Enteromius toppini","Barbus toppini"
"Actinopterygii","CYPRINIFORMES","CYPRINIDAE","Enteromius","Enteromius toppini","Barbus umbeluziensis"
"Actinopterygii","CYPRINIFORMES","CYPRINIDAE","Enteromius","Enteromius radiatus","Barbus radiatus"
"Actinopterygii","CYPRINIFORMES","CYPRINIDAE","Enteromius","Enteromius radiatus","Barbus bierabarbus"
"Actinopterygii","CYPRINIFORMES","CYPRINIDAE","Enteromius","Enteromius trimaculatus","Barbus trimaculatus"
"Actinopterygii","CYPRINIFORMES","CYPRINIDAE","Enteromius","Enteromius eutaenia","Barbus eutaenia"
"Actinopterygii","CYPRINIFORMES","CYPRINIDAE","Enteromius","Enteromius eutaenia","Barbus kerstenii"
"Actinopterygii","CYPRINIFORMES","CYPRINIDAE","Enteromius","Enteromius argenteus","Barbus argenteus"
"Actinopterygii","CYPRINIFORMES","CYPRINIDAE","Enteromius","Enteromius argenteus","Barbus crocodilensis"
"Actinopterygii","CYPRINIFORMES","CYPRINIDAE","Enteromius","Enteromius paludinosus","Barbus paludinosus"
"Actinopterygii","CYPRINIFORMES","CYPRINIDAE","Enteromius","Enteromius paludinosus","Barbus longicauda"
"Actinopterygii","CYPRINIFORMES","CYPRINIDAE","Enteromius","Enteromius mattozi","Barbus mattozi"
"Actinopterygii","CYPRINIFORMES","CYPRINIDAE","Enteromius","Enteromius mattozi","Barbus rapax"
"Actinopterygii","CYPRINIFORMES","CYPRINIDAE","Enteromius","Enteromius afrohamiltoni","Barbus afrohamiltoni"
"Actinopterygii","CYPRINIFORMES","CYPRINIDAE","Enteromius","Enteromius afrohamiltoni","Barbus hamiltoni"
"Actinopterygii","CYPRINIFORMES","CYPRINIDAE","Labeobarbus","Labeobarbus maraquensis","Barbus marequensis"
"Actinopterygii","CYPRINIFORMES","CYPRINIDAE","Labeobarbus","Labeobarbus maraquensis","Barbus brucii"
"Actinopterygii","CYPRINIFORMES","CYPRINIDAE","Labeo","Labeo rosae","Labeo hamiltoni"
"Actinopterygii","CYPRINIFORMES","CYPRINIDAE","Labeo","Labeo ruddi","Labeo tenuirostris"
"Actinopterygii","CYPRINIFORMES","CYPRINIDAE","Labeo","Labeo congoro","Labeo rubropunctatus"
"Actinopterygii","CYPRINIFORMES","CYPRINIDAE","Labeo","Labeo cylindricus","Labeo parvulus"
"Actinopterygii","CYPRINIFORMES","CYPRINIDAE","Labeo","Labeo molybdinus",NA
"Actinopterygii","CYPRINIFORMES","CYPRINIDAE","Cyprinus","Cyprinus carpio",NA
"Actinopterygii","CYPRINIFORMES","CYPRINIDAE","Hypophthalmichthys","Hypophthalmichthys molitrix",NA
"Actinopterygii","CYPRINIFORMES","ALESTIDAE","Brycinus","Brycinus imberi","Alestes imberi"
"Actinopterygii","CYPRINIFORMES","ALESTIDAE","Micralestes","Micralestes acutidens","Micralestes humilis"
"Actinopterygii","CYPRINIFORMES","ALESTIDAE","Hydrocynus","Hydrocynus vittatus","Hydrocynus forskahlii"
"Actinopterygii","SILURIFORMES","AMPHILIIDAE","Amphilius","Amphilius uranoscopus","Amphilius platychir"
"Actinopterygii","SILURIFORMES","SCHILBEIDAE","Schilbe","Schilbe intermedius","Eutropius depressirostris"
"Actinopterygii","SILURIFORMES","CLARIIDAE","Clarias","Clarias gariepinus","Clarias capensis"
"Actinopterygii","SILURIFORMES","MOCHOKIDAE","Chiloglanis","Chiloglanis anoterus",NA
"Actinopterygii","SILURIFORMES","MOCHOKIDAE","Chiloglanis","Chiloglanis paratus",NA
"Actinopterygii","SILURIFORMES","MOCHOKIDAE","Chiloglanis","Chiloglanis pretoriae",NA
"Actinopterygii","SILURIFORMES","MOCHOKIDAE","Chiloglanis","Chiloglanis swierstrai","Chiloglanis engiops"
"Actinopterygii","SILURIFORMES","MOCHOKIDAE","Synodontis","Synodontis zambezensis",NA
"Actinopterygii","CYPRINODONTIFORMES","APLOCHEILIDAE","Nothobranchius","Nothobranchius orthonotus","Fundulus mkuziensis"
"Actinopterygii","CYPRINODONTIFORMES","APLOCHEILIDAE","Notobranchius","Notobranchius pienaari","Notobranchius rachovii"
"Actinopterygii","CYPRINODONTIFORMES","APLOCHEILIDAE","Notobranchius","Notobranchius pienaari","Notobranchius rachovii"
"Actinopterygii","CYPRINODONTIFORMES","POECILIIDAE","Micropanchax","Micropanchax johnstoni","Aplocheilichthys johnstoni"
"Actinopterygii","CYPRINODONTIFORMES","POECILIIDAE","Micropanchax","Micropanchax johnstoni","Aplocheilichthys chobensis"
"Actinopterygii","PERCIFORMES","CICHLIDAE","Pseudocrenilabrus","Pseudocrenilabrus philander","Hemihaplochromis philander"
"Actinopterygii","PERCIFORMES","CICHLIDAE","Chetia","Chetia brevis",NA
"Actinopterygii","PERCIFORMES","CICHLIDAE","Serranochromis","Serranochromis meridianus",NA
"Actinopterygii","PERCIFORMES","CICHLIDAE","Tilapia","Tilapia sparrmanii","Tilapia deschauenseei"
"Actinopterygii","PERCIFORMES","CICHLIDAE","Coptodon","Coptodon rendali","Tilapia rendalli"
"Actinopterygii","PERCIFORMES","CICHLIDAE","Coptodon","Coptodon rendali","Tilapia rendalli"
"Actinopterygii","PERCIFORMES","CICHLIDAE","Oreochromis","Oreochromis mossambicus","Sarotherodon mossambicus"
"Actinopterygii","PERCIFORMES","CICHLIDAE","Oreochromis","Oreochromis niloticus",NA
"Actinopterygii","PERCIFORMES","SPARIDAE","Acanthopagrus","Acanthopagrus berda",NA
"Actinopterygii","PERCIFORMES","GOBIIDAE","Awaous","Awaous aeneofuscus","Platygobius aeneofuscus"
"Actinopterygii","PERCIFORMES","GOBIIDAE","Glossogobius","Glossogobius callidus",NA
"Actinopterygii","PERCIFORMES","GOBIIDAE","Glossogobius","Glossogobius giuris","Gobius giuris"
"Chondrichthyes","SQUALIFORMES","CARCHARHINIDAE","Carcharhinus","Carcharhinus leucas","Carcharhinus zambezensis"
